T_years,Model_1a_Rocket_Cost,Model_1b_Rocket_Cost,Elevator_Cost,Model_1a_Total,Model_1b_Total
1633,416465096726371.4,2.224190470984554e+16,31344897628.386482,416496441623999.75,2.224193605474317e+16
1634,416040551973646.44,2.221085160293507e+16,31344897628.386482,416071896871274.8,2.22108829478327e+16
1635,415616818379361.6,2.217987946478576e+16,31344897628.386482,415648163276990.0,2.2179910809683388e+16
1636,415193893720989.75,2.214898800863319e+16,31344897628.386482,415225238618618.1,2.214901935353082e+16
1637,414771775783855.2,2.211817694897898e+16,31344897628.386482,414803120681483.56,2.211820829387661e+16
1638,414350462361100.0,2.208744600158418e+16,31344897628.386482,414381807258728.4,2.208747734648181e+16
1639,413929951253650.94,2.205679488346276e+16,31344897628.386482,413961296151279.3,2.2056826228360388e+16
1640,413510240270185.06,2.2026223312874876e+16,31344897628.386482,413541585167813.44,2.2026254657772504e+16
1641,413091327227097.2,2.19957310093205e+16,31344897628.386482,413122672124725.56,2.199576235421813e+16
1642,412673209948466.8,2.1965317693532784e+16,31344897628.386482,412704554846095.2,2.1965349038430412e+16
1643,412255886266024.8,2.193498308747173e+16,31344897628.386482,412287231163653.2,2.1935014432369356e+16
1644,411839354019120.56,2.190472691431769e+16,31344897628.386482,411870698916748.94,2.1904758259215316e+16
1645,411423611054690.06,2.1874548898465036e+16,31344897628.386482,411454955952318.44,2.1874580243362664e+16
1646,411008655227222.8,2.184444876551589e+16,31344897628.386482,411040000124851.2,2.1844480110413516e+16
1647,410594484398729.94,2.181442624227367e+16,31344897628.386482,410625829296358.3,2.18144575871713e+16
1648,410181096438711.56,2.1784481056736924e+16,31344897628.386482,410212441336339.94,2.178451240163455e+16
1649,409768489224125.7,2.1754612938093216e+16,31344897628.386482,409799834121754.06,2.1754644282990844e+16
1650,409356660639355.56,2.1724821616712704e+16,31344897628.386482,409388005536983.94,2.1724852961610332e+16
1651,408945608576178.9,2.1695106824142188e+16,31344897628.386482,408976953473807.25,2.1695138169039816e+16
1652,408535330933735.4,2.1665468293098924e+16,31344897628.386482,408566675831363.75,2.166549963799655e+16
1653,408125825618496.06,2.163590575746459e+16,31344897628.386482,408157170516124.44,2.163593710236222e+16
1654,407717090544232.4,2.160641895227914e+16,31344897628.386482,407748435441860.75,2.160645029717677e+16
1655,407309123631984.44,2.157700761373502e+16,31344897628.386482,407340468529612.8,2.157703895863265e+16
1656,406901922810030.7,2.1547671479170956e+16,31344897628.386482,406933267707659.06,2.1547702824068584e+16
1657,406495486013857.1,2.1518410287066196e+16,31344897628.386482,406526830911485.5,2.1518441631963824e+16
1658,406089811186126.56,2.1489223777034524e+16,31344897628.386482,406121156083754.94,2.148925512193215e+16
1659,405684896276648.8,2.146011168981852e+16,31344897628.386482,405716241174277.2,2.1460143034716148e+16
1660,405280739242349.44,2.1431073767283576e+16,31344897628.386482,405312084139977.8,2.1431105112181204e+16
1661,404877338047240.7,2.14021097524122e+16,31344897628.386482,404908682944869.06,2.1402141097309828e+16
1662,404474690662391.0,2.13732193892983e+16,31344897628.386482,404506035560019.4,2.137325073419593e+16
1663,404072795065895.4,2.1344402423141376e+16,31344897628.386482,404104139963523.75,2.1344433768039004e+16
1664,403671649242845.56,2.1315658600240864e+16,31344897628.386482,403702994140473.94,2.1315689945138492e+16
1665,403271251185300.9,2.128698766799054e+16,31344897628.386482,403302596082929.25,2.128701901288817e+16
1666,402871598892258.75,2.1258389374872824e+16,31344897628.386482,402902943789887.1,2.1258420719770452e+16
1667,402472690369625.1,2.122986347045324e+16,31344897628.386482,402504035267253.5,2.1229894815350868e+16
1668,402074523630186.1,2.12014097053748e+16,31344897628.386482,402105868527814.5,2.1201441050272428e+16
1669,401677096693578.7,2.117302783135264e+16,31344897628.386482,401708441591207.06,2.1173059176250268e+16
1670,401280407586261.5,2.1144717601168348e+16,31344897628.386482,401311752483889.9,2.1144748946065976e+16
1671,400884454341487.1,2.1116478768664612e+16,31344897628.386482,400915799239115.5,2.111651011356224e+16
1672,400489234999272.8,2.108831108873977e+16,31344897628.386482,400520579896901.2,2.1088342433637396e+16
1673,400094747606372.8,2.106021431734247e+16,31344897628.386482,400126092504001.2,2.10602456622401e+16
1674,399700990216249.44,2.1032188211466188e+16,31344897628.386482,399732335113877.8,2.1032219556363816e+16
1675,399307960889045.5,2.1004232529144104e+16,31344897628.386482,399339305786673.9,2.1004263874041732e+16
1676,398915657691556.4,2.09763470294436e+16,31344897628.386482,398947002589184.75,2.0976378374341228e+16
1677,398524078697201.8,2.0948531472461084e+16,31344897628.386482,398555423594830.2,2.094856281735871e+16
1678,398133221985998.75,2.0920785619316796e+16,31344897628.386482,398164566883627.1,2.0920816964214424e+16
1679,397743085644533.44,2.0893109232149532e+16,31344897628.386482,397774430542161.8,2.089314057704716e+16
1680,397353667765934.3,2.0865502074111536e+16,31344897628.386482,397385012663562.7,2.0865533419009164e+16
1681,396964966449844.5,2.083796390936335e+16,31344897628.386482,396996311347472.9,2.083799525426098e+16
1682,396576979802394.9,2.0810494503068584e+16,31344897628.386482,396608324700023.25,2.0810525847966212e+16
1683,396189705936177.1,2.0783093621389044e+16,31344897628.386482,396221050833805.5,2.078312496628667e+16
1684,395803142970216.56,2.0755761031479536e+16,31344897628.386482,395834487867844.94,2.0755792376377164e+16
1685,395417289029945.8,2.0728496501482844e+16,31344897628.386482,395448633927574.2,2.072852784638047e+16
1686,395032142247177.8,2.070129980052482e+16,31344897628.386482,395063487144806.2,2.070133114542245e+16
1687,394647700760080.1,2.067417069870933e+16,31344897628.386482,394679045657708.5,2.0674202043606956e+16
1688,394263962713147.2,2.064710896711341e+16,31344897628.386482,394295307610775.56,2.0647140312011036e+16
1689,393880926257175.6,2.0620114377782252e+16,31344897628.386482,393912271154804.0,2.062014572267988e+16
1690,393498589549237.3,2.0593186703724428e+16,31344897628.386482,393529934446865.7,2.0593218048622056e+16
1691,393116950752653.6,2.056632571890701e+16,31344897628.386482,393148295650282.0,2.0566357063804636e+16
1692,392736008036969.7,2.0539531198250704e+16,31344897628.386482,392767352934598.06,2.0539562543148332e+16
1693,392355759577928.25,2.0512802917625136e+16,31344897628.386482,392387104475556.6,2.0512834262522764e+16
1694,391976203557444.9,2.048614065384401e+16,31344897628.386482,392007548455073.25,2.0486171998741636e+16
1695,391597338163581.94,2.0459544184660416e+16,31344897628.386482,391628683061210.3,2.0459575529558044e+16
1696,391219161590523.25,2.04330132887621e+16,31344897628.386482,391250506488151.6,2.043304463365973e+16
1697,390841672038549.44,2.0406547745766828e+16,31344897628.386482,390873016936177.8,2.0406579090664456e+16
1698,390464867714011.9,2.038014733621766e+16,31344897628.386482,390496212611640.25,2.038017868111529e+16
1699,390088746829308.9,2.035381184157835e+16,31344897628.386482,390120091726937.25,2.035384318647598e+16
1700,389713307602859.9,2.0327541044228816e+16,31344897628.386482,389744652500488.25,2.0327572389126444e+16
1701,389338548259081.4,2.0301334727460412e+16,31344897628.386482,389369893156709.75,2.030136607235804e+16
1702,388964467028361.75,2.0275192675471516e+16,31344897628.386482,388995811925990.1,2.0275224020369144e+16
1703,388591062147037.5,2.024911467336296e+16,31344897628.386482,388622407044665.9,2.0249146018260588e+16
1704,388218331857368.06,2.0223100507133532e+16,31344897628.386482,388249676754996.44,2.022313185203116e+16
1705,387846274407512.3,2.0197149963675492e+16,31344897628.386482,387877619305140.7,2.019718130857312e+16
1706,387474888051504.0,2.0171262830770164e+16,31344897628.386482,387506232949132.4,2.017129417566779e+16
1707,387104171049227.56,2.014543889708346e+16,31344897628.386482,387135515946855.94,2.014547024198109e+16
1708,386734121666394.9,2.0119677952161588e+16,31344897628.386482,386765466564023.25,2.0119709297059216e+16
1709,386364738174520.8,2.0093979786426548e+16,31344897628.386482,386396083072149.2,2.0094011131324176e+16
1710,385996018850899.94,2.0068344191171856e+16,31344897628.386482,386027363748528.3,2.0068375536069484e+16
1711,385627961978582.94,2.0042770958558348e+16,31344897628.386482,385659306876211.3,2.0042802303455976e+16
1712,385260565846353.06,2.001725988160958e+16,31344897628.386482,385291910743981.44,2.001729122650721e+16
1713,384893828748702.56,1.999181075420786e+16,31344897628.386482,384925173646330.94,1.999184209910549e+16
1714,384527748985810.0,1.9966423371089892e+16,31344897628.386482,384559093883438.4,1.996645471598752e+16
1715,384162324863516.9,1.9941097527842564e+16,31344897628.386482,384193669761145.25,1.994112887274019e+16
1716,383797554693304.4,1.9915833020898628e+16,31344897628.386482,383828899590932.75,1.9915864365796256e+16
1717,383433436792271.1,1.9890629647532764e+16,31344897628.386482,383464781689899.5,1.989066099243039e+16
1718,383069969483109.5,1.9865487205857212e+16,31344897628.386482,383101314380737.9,1.986551855075484e+16
1719,382707151094084.0,1.984040549481784e+16,31344897628.386482,382738495991712.4,1.9840436839715468e+16
1720,382344979959007.6,1.9815384314189836e+16,31344897628.386482,382376324856636.0,1.9815415659087464e+16
1721,381983454417220.44,1.9790423464573844e+16,31344897628.386482,382014799314848.8,1.979045480947147e+16
1722,381622572813566.1,1.9765522747391708e+16,31344897628.386482,381653917711194.5,1.9765554092289336e+16
1723,381262333498371.25,1.9740681964882604e+16,31344897628.386482,381293678395999.6,1.974071330978023e+16
1724,380902734827421.2,1.9715900920098936e+16,31344897628.386482,380934079725049.56,1.9715932264996564e+16
1725,380543775161939.6,1.9691179416902324e+16,31344897628.386482,380575120059568.0,1.969121076179995e+16
1726,380185452868566.3,1.9666517259959816e+16,31344897628.386482,380216797766194.7,1.9666548604857444e+16
1727,379827766319334.8,1.964191425473968e+16,31344897628.386482,379859111216963.2,1.9641945599637308e+16
1728,379470713891650.8,1.9617370207507736e+16,31344897628.386482,379502058789279.2,1.9617401552405364e+16
1729,379114293968271.2,1.9592884925323268e+16,31344897628.386482,379145638865899.56,1.9592916270220896e+16
1730,378758504937281.5,1.9568458216035336e+16,31344897628.386482,378789849834909.9,1.9568489560932964e+16
1731,378403345192075.56,1.9544089888278684e+16,31344897628.386482,378434690089703.94,1.954412123317631e+16
1732,378048813131333.56,1.9519779751470132e+16,31344897628.386482,378080158028961.94,1.951981109636776e+16
1733,377694907159000.6,1.9495527615804708e+16,31344897628.386482,377726252056629.0,1.9495558960702336e+16
1734,377341625684266.2,1.9471333292251724e+16,31344897628.386482,377372970581894.56,1.947136463714935e+16
1735,376988967121543.06,1.944719659255121e+16,31344897628.386482,377020312019171.44,1.9447227937448836e+16
1736,376636929890446.2,1.942311732920999e+16,31344897628.386482,376668274788074.56,1.942314867410762e+16
1737,376285512415771.6,1.9399095315498144e+16,31344897628.386482,376316857313400.0,1.9399126660395772e+16
1738,375934713127476.44,1.937513036544511e+16,31344897628.386482,375966058025104.8,1.937516171034274e+16
1739,375584530460657.4,1.935122229383613e+16,31344897628.386482,375615875358285.75,1.9351253638733756e+16
1740,375234962855531.44,1.932737091620853e+16,31344897628.386482,375266307753159.8,1.9327402261106156e+16
1741,374886008757414.06,1.9303576048848124e+16,31344897628.386482,374917353655042.44,1.930360739374575e+16
1742,374537666616699.8,1.927983750878558e+16,31344897628.386482,374569011514328.2,1.927986885368321e+16
1743,374189934888841.9,1.925615511379275e+16,31344897628.386482,374221279786470.25,1.925618645869038e+16
1744,373842812034331.56,1.9232528682379196e+16,31344897628.386482,373874156931959.94,1.9232560027276824e+16
1745,373496296518678.75,1.9208958033788564e+16,31344897628.386482,373527641416307.1,1.920898937868619e+16
1746,373150386812391.75,1.9185442987995036e+16,31344897628.386482,373181731710020.1,1.9185474332892664e+16
1747,372805081390957.3,1.916198336569986e+16,31344897628.386482,372836426288585.7,1.916201471059749e+16
1748,372460378734821.3,1.9138578988327788e+16,31344897628.386482,372491723632449.7,1.9138610333225416e+16
1749,372116277329368.2,1.9115229678023676e+16,31344897628.386482,372147622226996.56,1.9115261022921304e+16
1750,371772775664902.4,1.9091935257648904e+16,31344897628.386482,371804120562530.75,1.9091966602546532e+16
1751,371429872236628.4,1.9068695550778024e+16,31344897628.386482,371461217134256.75,1.9068726895675652e+16
1752,371087565544630.94,1.9045510381695344e+16,31344897628.386482,371118910442259.3,1.9045541726592972e+16
1753,370745854093856.5,1.9022379575391444e+16,31344897628.386482,370777198991484.9,1.902241092028907e+16
1754,370404736394093.6,1.899930295755988e+16,31344897628.386482,370436081291722.0,1.8999334302457508e+16
1755,370064210959953.5,1.8976280354593676e+16,31344897628.386482,370095555857581.9,1.8976311699491304e+16
1756,369724276310851.9,1.8953311593582164e+16,31344897628.386482,369755621208480.25,1.895334293847979e+16
1757,369384930970989.06,1.893039650230757e+16,31344897628.386482,369416275868617.44,1.8930427847205196e+16
1758,369046173469331.5,1.8907534909241588e+16,31344897628.386482,369077518366959.9,1.8907566254139216e+16
1759,368708002339593.1,1.8884726643542296e+16,31344897628.386482,368739347237221.5,1.8884757988439924e+16
1760,368370416120216.56,1.8861971535050716e+16,31344897628.386482,368401761017844.94,1.8862002879948344e+16
1761,368033413354354.56,1.883926941428763e+16,31344897628.386482,368064758251982.94,1.883930075918526e+16
1762,367696992589850.9,1.881662011245031e+16,31344897628.386482,367728337487479.25,1.881665145734794e+16
1763,367361152379223.2,1.879402346140933e+16,31344897628.386482,367392497276851.56,1.8794054806306956e+16
1764,367025891279643.56,1.8771479293705348e+16,31344897628.386482,367057236177271.94,1.8771510638602976e+16
1765,366691207852920.25,1.8748987442545896e+16,31344897628.386482,366722552750548.6,1.8749018787443524e+16
1766,366357100665480.4,1.8726547741802256e+16,31344897628.386482,366388445563108.75,1.8726579086699884e+16
1767,366023568288351.2,1.8704160026006268e+16,31344897628.386482,366054913185979.56,1.8704191370903896e+16
1768,365690609297141.75,1.8681824130347216e+16,31344897628.386482,365721954194770.1,1.8681855475244844e+16
1769,365358222272025.8,1.8659539890668692e+16,31344897628.386482,365389567169654.2,1.865957123556632e+16
1770,365026405797723.56,1.8637307143465544e+16,31344897628.386482,365057750695351.94,1.8637338488363172e+16
1771,364695158463483.6,1.861512572588074e+16,31344897628.386482,364726503361112.0,1.861515707077837e+16
1772,364364478863065.75,1.8592995475702316e+16,31344897628.386482,364395823760694.1,1.8593026820599944e+16
1773,364034365594723.5,1.8570916231360324e+16,31344897628.386482,364065710492351.9,1.857094757625795e+16
1774,363704817261185.44,1.8548887831923876e+16,31344897628.386482,363736162158813.8,1.8548919176821504e+16
1775,363375832469639.6,1.8526910117098e+16,31344897628.386482,363407177367268.0,1.8526941461995628e+16
1776,363047409831714.1,1.850498292722073e+16,31344897628.386482,363078754729342.5,1.8505014272118356e+16
1777,362719547963461.7,1.848310610326006e+16,31344897628.386482,362750892861090.06,1.848313744815769e+16
1778,362392245485341.4,1.846127948681106e+16,31344897628.386482,362423590382969.75,1.846131083170869e+16
1779,362065501022201.56,1.8439502920092868e+16,31344897628.386482,362096845919829.94,1.8439534264990496e+16
1780,361739313203263.25,1.841777624594576e+16,31344897628.386482,361770658100891.6,1.8417807590843388e+16
1781,361413680662103.0,1.8396099307828224e+16,31344897628.386482,361445025559731.4,1.8396130652725852e+16
1782,361088602036635.75,1.8374471949814076e+16,31344897628.386482,361119946934264.1,1.8374503294711704e+16
1783,360764075969098.1,1.835289401658963e+16,31344897628.386482,360795420866726.5,1.835292536148726e+16
1784,360440101106032.44,1.8331365353450668e+16,31344897628.386482,360471446003660.8,1.8331396698348296e+16
1785,360116676098268.44,1.8309885806299772e+16,31344897628.386482,360148020995896.8,1.83099171511974e+16
1786,359793799600908.4,1.8288455221643308e+16,31344897628.386482,359825144498536.75,1.8288486566540936e+16
1787,359471470273309.8,1.826707344658879e+16,31344897628.386482,359502815170938.2,1.826710479148642e+16
1788,359149686779068.56,1.824574032884188e+16,31344897628.386482,359181031676696.94,1.8245771673739508e+16
1789,358828447786003.7,1.8224455716703748e+16,31344897628.386482,358859792683632.06,1.8224487061601376e+16
1790,358507751966139.75,1.8203219459068164e+16,31344897628.386482,358539096863768.1,1.820325080396579e+16
1791,358187597995692.2,1.8182031405418836e+16,31344897628.386482,358218942893320.56,1.8182062750316464e+16
1792,357867984555049.56,1.816089140582662e+16,31344897628.386482,357899329452677.94,1.816092275072425e+16
1793,357548910328758.5,1.813979931094679e+16,31344897628.386482,357580255226386.9,1.813983065584442e+16
1794,357230374005507.56,1.811875497201633e+16,31344897628.386482,357261718903135.94,1.8118786316913956e+16
1795,356912374278111.25,1.8097758240851176e+16,31344897628.386482,356943719175739.6,1.8097789585748804e+16
1796,356594909843493.8,1.8076808969843616e+16,31344897628.386482,356626254741122.2,1.8076840314741244e+16
1797,356277979402674.3,1.8055907011959476e+16,31344897628.386482,356309324300302.7,1.8055938356857104e+16
1798,355961581660749.8,1.803505222073571e+16,31344897628.386482,355992926558378.2,1.803508356563334e+16
1799,355645715326880.8,1.8014244450277372e+16,31344897628.386482,355677060224509.2,1.8014275795175e+16
1800,355330379114274.94,1.7993483555255406e+16,31344897628.386482,355361724011903.3,1.7993514900153034e+16
1801,355015571740171.75,1.7972769390903688e+16,31344897628.386482,355046916637800.1,1.7972800735801316e+16
1802,354701291925827.56,1.7952101813016626e+16,31344897628.386482,354732636823455.94,1.7952133157914254e+16
1803,354387538396499.5,1.7931480677946394e+16,31344897628.386482,354418883294127.9,1.7931512022844022e+16
1804,354074309881430.5,1.7910905842600618e+16,31344897628.386482,354105654779058.9,1.7910937187498246e+16
1805,353761605113834.5,1.7890377164439528e+16,31344897628.386482,353792950011462.9,1.7890408509337156e+16
1806,353449422830880.7,1.786989450147361e+16,31344897628.386482,353480767728509.06,1.7869925846371238e+16
1807,353137761773678.7,1.7849457712260934e+16,31344897628.386482,353169106671307.06,1.7849489057158562e+16
1808,352826620687263.56,1.7829066655904716e+16,31344897628.386482,352857965584891.94,1.7829098000802344e+16
1809,352515998320580.75,1.7808721192050774e+16,31344897628.386482,352547343218209.1,1.7808752536948402e+16
1810,352205893426471.4,1.7788421180885086e+16,31344897628.386482,352237238324099.75,1.7788452525782714e+16
1811,351896304761657.44,1.7768166483131208e+16,31344897628.386482,351927649659285.8,1.7768197828028836e+16
1812,351587231086726.6,1.774795696004791e+16,31344897628.386482,351618575984355.0,1.7747988304945538e+16
1813,351278671166118.4,1.772779247342664e+16,31344897628.386482,351310016063746.75,1.7727823818324268e+16
1814,350970623768108.56,1.7707672885589138e+16,31344897628.386482,351001968665736.94,1.7707704230486766e+16
1815,350663087664795.44,1.7687598059384956e+16,31344897628.386482,350694432562423.8,1.7687629404282584e+16
1816,350356061632085.06,1.7667567858189088e+16,31344897628.386482,350387406529713.44,1.7667599203086716e+16
1817,350049544449676.4,1.7647582145899522e+16,31344897628.386482,350080889347304.75,1.764761349079715e+16
1818,349743534901047.9,1.762764078693489e+16,31344897628.386482,349774879798676.25,1.7627672131832518e+16
1819,349438031773442.25,1.760774364623207e+16,31344897628.386482,349469376671070.6,1.7607774991129698e+16
1820,349133033857852.8,1.7587890589243788e+16,31344897628.386482,349164378755481.2,1.7587921934141416e+16
1821,348828539949009.2,1.7568081481936368e+16,31344897628.386482,348859884846637.56,1.7568112826833996e+16
1822,348524548845363.06,1.7548316190787242e+16,31344897628.386482,348555893742991.44,1.754834753568487e+16
1823,348221059349074.1,1.7528594582782742e+16,31344897628.386482,348252404246702.5,1.752862592768037e+16
1824,347918070265996.7,1.7508916525415686e+16,31344897628.386482,347949415163625.06,1.7508947870313314e+16
1825,347615580405665.0,1.7489281886683248e+16,31344897628.386482,347646925303293.4,1.7489313231580876e+16
1826,347313588581279.6,1.7469690535084376e+16,31344897628.386482,347344933478908.0,1.7469721879982004e+16
1827,347012093609694.1,1.7450142339617836e+16,31344897628.386482,347043438507322.5,1.7450173684515464e+16
1828,346711094311400.44,1.743063716977969e+16,31344897628.386482,346742439209028.8,1.7430668514677318e+16
1829,346410589510516.25,1.7411174895561166e+16,31344897628.386482,346441934408144.6,1.7411206240458794e+16
1830,346110578034770.4,1.73917553874464e+16,31344897628.386482,346141922932398.75,1.7391786732344028e+16
1831,345811058715490.1,1.7372378516410186e+16,31344897628.386482,345842403613118.5,1.7372409861307814e+16
1832,345512030387587.1,1.7353044153915746e+16,31344897628.386482,345543375285215.5,1.7353075498813374e+16
1833,345213491889544.25,1.7333752171912524e+16,31344897628.386482,345244836787172.6,1.7333783516810152e+16
1834,344915442063402.1,1.7314502442834032e+16,31344897628.386482,344946786961030.5,1.731453378773166e+16
1835,344617879754745.9,1.7295294839595616e+16,31344897628.386482,344649224652374.25,1.7295326184493244e+16
1836,344320803812691.94,1.727612923559225e+16,31344897628.386482,344352148710320.3,1.7276160580489878e+16
1837,344024213089874.75,1.7257005504696494e+16,31344897628.386482,344055557987503.1,1.7257036849594122e+16
1838,343728106442433.4,1.7237923521256186e+16,31344897628.386482,343759451340061.75,1.7237954866153814e+16
1839,343432482729999.1,1.7218883160092472e+16,31344897628.386482,343463827627627.5,1.72189145049901e+16
1840,343137340815681.94,1.7199884296497482e+16,31344897628.386482,343168685713310.3,1.719991564139511e+16
1841,342842679566057.5,1.718092680623241e+16,31344897628.386482,342874024463685.9,1.7180958151130038e+16
1842,342548497851154.56,1.7162010565525218e+16,31344897628.386482,342579842748782.94,1.7162041910422846e+16
1843,342254794544442.1,1.7143135451068716e+16,31344897628.386482,342286139442070.5,1.7143166795966344e+16
1844,341961568522816.0,1.7124301340018328e+16,31344897628.386482,341992913420444.4,1.7124332684915956e+16
1845,341668818666587.06,1.7105508109990128e+16,31344897628.386482,341700163564215.44,1.7105539454887756e+16
1846,341376543859468.0,1.7086755639058686e+16,31344897628.386482,341407888757096.4,1.7086786983956314e+16
1847,341084742988560.5,1.7068043805755124e+16,31344897628.386482,341116087886188.9,1.7068075150652752e+16
1848,340793414944343.1,1.7049372489064928e+16,31344897628.386482,340824759841971.5,1.7049403833962556e+16
1849,340502558620658.5,1.7030741568426066e+16,31344897628.386482,340533903518286.9,1.7030772913323694e+16
1850,340212172914701.1,1.7012150923726816e+16,31344897628.386482,340243517812329.5,1.7012182268624444e+16
1851,339922256727004.75,1.6993600435303916e+16,31344897628.386482,339953601624633.1,1.6993631780201544e+16
1852,339632808961430.1,1.6975089983940458e+16,31344897628.386482,339664153859058.5,1.6975121328838086e+16
1853,339343828525152.5,1.6956619450863892e+16,31344897628.386482,339375173422780.9,1.695665079576152e+16
1854,339055314328649.7,1.6938188717744072e+16,31344897628.386482,339086659226278.06,1.69382200626417e+16
1855,338767265285689.75,1.6919797666691358e+16,31344897628.386482,338798610183318.1,1.6919829011588986e+16
1856,338479680313318.75,1.690144618025451e+16,31344897628.386482,338511025210947.1,1.6901477525152138e+16
1857,338192558331848.7,1.6883134141418886e+16,31344897628.386482,338223903229477.06,1.6883165486316514e+16
1858,337905898264845.8,1.6864861433604372e+16,31344897628.386482,337937243162474.2,1.6864892778502e+16
1859,337619699039118.06,1.6846627940663532e+16,31344897628.386482,337651043936746.44,1.684665928556116e+16
1860,337333959584703.56,1.6828433546879694e+16,31344897628.386482,337365304482331.94,1.6828464891777322e+16
1861,337048678834858.7,1.6810278136965004e+16,31344897628.386482,337080023732487.06,1.6810309481862632e+16
1862,336763855726046.06,1.6792161596058512e+16,31344897628.386482,336795200623674.44,1.679219294095614e+16
1863,336479489197922.9,1.6774083809724368e+16,31344897628.386482,336510834095551.25,1.6774115154621996e+16
1864,336195578193329.44,1.6756044663949788e+16,31344897628.386482,336226923090957.8,1.6756076008847416e+16
1865,335912121658276.7,1.6738044045143374e+16,31344897628.386482,335943466555905.06,1.6738075390041002e+16
1866,335629118541935.9,1.672008184013309e+16,31344897628.386482,335660463439564.25,1.6720113185030718e+16
1867,335346567796625.6,1.6702157936164534e+16,31344897628.386482,335377912694254.0,1.6702189281062162e+16
1868,335064468377801.44,1.6684272220898984e+16,31344897628.386482,335095813275429.8,1.6684303565796612e+16
1869,334782819244043.5,1.6666424582411634e+16,31344897628.386482,334814164141671.9,1.6666455927309262e+16
1870,334501619357045.75,1.6648614909189772e+16,31344897628.386482,334532964254674.1,1.66486462540874e+16
1871,334220867681604.4,1.663084309013094e+16,31344897628.386482,334252212579232.75,1.6630874435028568e+16
1872,333940563185606.25,1.6613109014541132e+16,31344897628.386482,333971908083234.6,1.661314035943876e+16
1873,333660704840018.06,1.6595412572132992e+16,31344897628.386482,333692049737646.44,1.659544391703062e+16
1874,333381291618874.7,1.6577753653024096e+16,31344897628.386482,333412636516503.06,1.6577784997921724e+16
1875,333102322499268.3,1.6560132147735042e+16,31344897628.386482,333133667396896.7,1.656016349263267e+16
1876,332823796461337.1,1.654254794718781e+16,31344897628.386482,332855141358965.5,1.6542579292085438e+16
1877,332545712488254.4,1.6525000942703952e+16,31344897628.386482,332577057385882.75,1.652503228760158e+16
1878,332268069566217.06,1.650749102600281e+16,31344897628.386482,332299414463845.44,1.6507522370900438e+16
1879,331990866684435.4,1.649001808919985e+16,31344897628.386482,332022211582063.75,1.6490049434097478e+16
1880,331714102835121.44,1.64725820248048e+16,31344897628.386482,331745447732749.8,1.6472613369702428e+16
1881,331437777013478.3,1.6455182725720096e+16,31344897628.386482,331469121911106.7,1.6455214070617724e+16
1882,331161888217689.5,1.643782008523907e+16,31344897628.386482,331193233115317.9,1.6437851430136698e+16
1883,330886435448908.06,1.6420493997044216e+16,31344897628.386482,330917780346536.44,1.6420525341941844e+16
1884,330611417711245.56,1.640320435520554e+16,31344897628.386482,330642762608873.94,1.6403235700103168e+16
1885,330336834011761.5,1.6385951054178894e+16,31344897628.386482,330368178909389.9,1.6385982399076522e+16
1886,330062683360453.06,1.6368733988804228e+16,31344897628.386482,330094028258081.44,1.6368765333701856e+16
1887,329788964770243.7,1.6351553054303974e+16,31344897628.386482,329820309667872.06,1.6351584399201602e+16
1888,329515677256973.3,1.6334408146281322e+16,31344897628.386482,329547022154601.7,1.633443949117895e+16
1889,329242819839387.4,1.6317299160718668e+16,31344897628.386482,329274164737015.75,1.6317330505616296e+16
1890,328970391539126.44,1.6300225993975828e+16,31344897628.386482,329001736436754.8,1.6300257338873456e+16
1891,328698391380715.56,1.6283188542788532e+16,31344897628.386482,328729736278343.94,1.628321988768616e+16
1892,328426818391554.44,1.6266186704266718e+16,31344897628.386482,328458163289182.8,1.6266218049164346e+16
1893,328155671601906.4,1.6249220375892906e+16,31344897628.386482,328187016499534.75,1.6249251720790534e+16
1894,327884950044888.6,1.6232289455520652e+16,31344897628.386482,327916294942517.0,1.623232080041828e+16
1895,327614652756461.4,1.6215393841372812e+16,31344897628.386482,327645997654089.75,1.621542518627044e+16
1896,327344778775418.44,1.6198533432040088e+16,31344897628.386482,327376123673046.8,1.6198564776937716e+16
1897,327075327143376.44,1.6181708126479388e+16,31344897628.386482,327106672041004.8,1.6181739471377016e+16
1898,326806296904764.44,1.616491782401217e+16,31344897628.386482,326837641802392.8,1.6164949168909798e+16
1899,326537687106815.0,1.6148162424322982e+16,31344897628.386482,326569032004443.4,1.614819376922061e+16
1900,326269496799552.6,1.6131441827457824e+16,31344897628.386482,326300841697181.0,1.6131473172355452e+16
1901,326001725035785.06,1.6114755933822608e+16,31344897628.386482,326033069933413.44,1.6114787278720236e+16
1902,325734370871092.3,1.6098104644181632e+16,31344897628.386482,325765715768720.7,1.609813598907926e+16
1903,325467433363817.8,1.608148785965597e+16,31344897628.386482,325498778261446.2,1.6081519204553598e+16
1904,325200911575057.2,1.6064905481722014e+16,31344897628.386482,325232256472685.56,1.6064936826619642e+16
1905,324934804568649.7,1.6048357412209876e+16,31344897628.386482,324966149466278.06,1.6048388757107504e+16
1906,324669111411167.7,1.603184355330198e+16,31344897628.386482,324700456308796.06,1.6031874898199608e+16
1907,324403831171907.06,1.6015363807531356e+16,31344897628.386482,324435176069535.44,1.6015395152428984e+16
1908,324138962922877.5,1.59989180777804e+16,31344897628.386482,324170307820505.9,1.5998949422678028e+16
