T_years,Model_1a_Rocket_Cost,Model_1b_Rocket_Cost,Elevator_Cost,Model_1a_Total,Model_1b_Total
182,,,31344897628.386482,,
183,,1.9465707367712508e+24,31344897628.386482,,1.9465707367712822e+24
184,,1.7368221836572022e+24,31344897628.386482,,1.7368221836572336e+24
185,,1.5516260405600045e+24,31344897628.386482,,1.551626040560036e+24
186,,1.3878940093793585e+24,31344897628.386482,,1.38789400937939e+24
187,,1.2429517870175207e+24,31344897628.386482,,1.242951787017552e+24
188,,1.1144803023965128e+24,31344897628.386482,,1.1144803023965442e+24
189,,1.0004657388418311e+24,31344897628.386482,,1.0004657388418625e+24
190,,8.991569644105991e+23,31344897628.386482,,8.991569644106305e+23
191,,8.090292183859957e+23,31344897628.386482,,8.090292183860271e+23
192,,7.287530893039851e+23,31344897628.386482,,7.287530893040165e+23
193,,6.571679753460621e+23,31344897628.386482,,6.571679753460935e+23
194,,5.932593472926574e+23,31344897628.386482,,5.9325934729268874e+23
195,,5.361392420413458e+23,31344897628.386482,,5.3613924204137715e+23
196,,4.8502950468303794e+23,31344897628.386482,,4.850295046830693e+23
197,,4.392473723595518e+23,31344897628.386482,,4.3924737235958315e+23
198,,3.981930561137679e+23,31344897628.386482,,3.981930561137992e+23
199,,3.6133902975998105e+23,31344897628.386482,,3.613390297600124e+23
200,,3.282207791554381e+23,31344897628.386482,,3.2822077915546944e+23
201,,2.9842880255426745e+23,31344897628.386482,,2.984288025542988e+23
202,,2.716016841392757e+23,31344897628.386482,,2.7160168413930704e+23
203,,2.4742008932120008e+23,31344897628.386482,,2.4742008932123142e+23
204,,2.256015527711058e+23,31344897628.386482,,2.2560155277113714e+23
205,,2.058959490756694e+23,31344897628.386482,,2.0589594907570074e+23
206,,1.8808155193141256e+23,31344897628.386482,,1.880815519314439e+23
207,,1.719616013844587e+23,31344897628.386482,,1.7196160138449005e+23
208,,1.573613101625139e+23,31344897628.386482,,1.5736131016254524e+23
209,,1.4412524995764945e+23,31344897628.386482,,1.4412524995768079e+23
210,,1.3211506687162042e+23,31344897628.386482,,1.3211506687165176e+23
211,,1.2120748235579239e+23,31344897628.386482,,1.2120748235582373e+23
212,,1.112925420548224e+23,31344897628.386482,,1.1129254205485373e+23
213,,1.0227208015629274e+23,31344897628.386482,,1.0227208015632408e+23
214,,9.40583712915549e+22,31344897628.386482,,9.405837129158623e+22
215,,8.657294583898014e+22,31344897628.386482,,8.657294583901148e+22
216,,7.974554774487444e+22,31344897628.386482,,7.974554774490578e+22
217,,7.351321677992497e+22,31344897628.386482,,7.351321677995632e+22
218,,6.7819479558211435e+22,31344897628.386482,,6.781947955824278e+22
219,,6.261363571917671e+22,31344897628.386482,,6.261363571920806e+22
220,,5.785012745925181e+22,31344897628.386482,,5.785012745928316e+22
221,,5.348798214062431e+22,31344897628.386482,,5.348798214065566e+22
222,,4.949031903501934e+22,31344897628.386482,,4.9490319035050685e+22
223,,4.582391241042327e+22,31344897628.386482,,4.582391241045462e+22
224,,4.245880416381288e+22,31344897628.386482,,4.245880416384423e+22
225,,3.936796006503968e+22,31344897628.386482,,3.936796006507103e+22
226,,3.652696442455895e+22,31344897628.386482,,3.6526964424590292e+22
227,,3.3913748646603866e+22,31344897628.386482,,3.391374864663521e+22
228,,3.150834969327725e+22,31344897628.386482,,3.1508349693308596e+22
229,,2.9292694975481196e+22,31344897628.386482,,2.929269497551254e+22
230,,2.7250410613641876e+22,31344897628.386482,,2.725041061367322e+22
231,,2.5366650383355425e+22,31344897628.386482,,2.536665038338677e+22
232,,2.3627942985752407e+22,31344897628.386482,,2.362794298578375e+22
233,,2.2022055565890672e+22,31344897628.386482,,2.2022055565922016e+22
234,,2.0537871650283296e+22,31344897628.386482,,2.053787165031464e+22
235,,1.9165281891458983e+22,31344897628.386482,,1.9165281891490327e+22
236,,1.7895086197287791e+22,31344897628.386482,,1.7895086197319135e+22
237,,1.671890598918793e+22,31344897628.386482,,1.6718905989219274e+22
238,,1.5629105479295003e+22,31344897628.386482,,1.5629105479326347e+22
239,,1.4618720984833255e+22,31344897628.386482,,1.4618720984864599e+22
240,,1.3681397410562254e+22,31344897628.386482,,1.3681397410593598e+22
241,,1.2811331129236871e+22,31344897628.386482,,1.2811331129268215e+22
242,,1.2003218577234126e+22,31344897628.386482,,1.200321857726547e+22
243,,1.1252209959343609e+22,31344897628.386482,,1.1252209959374953e+22
244,,1.055386752447924e+22,31344897628.386482,,1.0553867524510585e+22
245,,9.90412793387703e+21,31344897628.386482,,9.904127933908374e+21
246,,9.299268296168441e+21,31344897628.386482,,9.299268296199786e+21
247,,8.735875490417368e+21,31344897628.386482,,8.735875490448713e+21
248,,8.210818439524062e+21,31344897628.386482,,8.210818439555407e+21
249,,7.721223032981355e+21,31344897628.386482,,7.7212230330127e+21
250,,7.264449430384323e+21,31344897628.386482,,7.264449430415668e+21
251,,6.838071505841238e+21,31344897628.386482,,6.838071505872583e+21
252,,6.43985821894694e+21,31344897628.386482,,6.439858218978285e+21
253,,6.067756720639464e+21,31344897628.386482,,6.067756720670809e+21
254,,5.719877022401439e+21,31344897628.386482,,5.719877022432784e+21
255,,5.394478075183687e+21,31344897628.386482,,5.394478075215032e+21
256,,5.089955120375521e+21,31344897628.386482,,5.089955120406866e+21
257,,4.804828189353182e+21,31344897628.386482,,4.804828189384527e+21
258,,4.537731640801087e+21,31344897628.386482,,4.5377316408324323e+21
259,,4.287404636299032e+21,31344897628.386482,,4.287404636330377e+21
260,,4.052682464752875e+21,31344897628.386482,,4.05268246478422e+21
261,,3.8324886352568527e+21,31344897628.386482,,3.832488635288198e+21
262,,3.6258276660292254e+21,31344897628.386482,,3.6258276660605705e+21
263,,3.43177850426844e+21,31344897628.386482,,3.431778504299785e+21
264,,3.2494885182263127e+21,31344897628.386482,,3.249488518257658e+21
265,,3.0781680085727686e+21,31344897628.386482,,3.0781680086041137e+21
266,,2.9170851913047626e+21,31344897628.386482,,2.9170851913361077e+21
267,,2.765561609097508e+21,31344897628.386482,,2.765561609128853e+21
268,,2.6229679321650493e+21,31344897628.386482,,2.6229679321963944e+21
269,,2.4887201134414203e+21,31344897628.386482,,2.4887201134727654e+21
270,,2.3622758662587527e+21,31344897628.386482,,2.362275866290098e+21
271,,2.243131435724141e+21,31344897628.386482,,2.2431314357554858e+21
272,,2.1308186377203844e+21,31344897628.386482,,2.1308186377517293e+21
273,,2.0249021419064735e+21,31344897628.386482,,2.0249021419378183e+21
274,,1.9249769773025772e+21,31344897628.386482,,1.924976977333922e+21
275,,1.8306662410349786e+21,31344897628.386482,,1.8306662410663234e+21
276,,1.7416189926121202e+21,31344897628.386482,,1.741618992643465e+21
277,,1.6575083177236305e+21,31344897628.386482,,1.6575083177549753e+21
278,,1.5780295470176907e+21,31344897628.386482,,1.5780295470490355e+21
279,,1.5028986166346184e+21,31344897628.386482,,1.5028986166659632e+21
280,,1.431850558470159e+21,31344897628.386482,,1.431850558501504e+21
281,,1.3646381092233717e+21,31344897628.386482,,1.3646381092547165e+21
282,,1.3010304282632389e+21,31344897628.386482,,1.3010304282945837e+21
283,,1.2408119152343688e+21,31344897628.386482,,1.2408119152657136e+21
284,,1.1837811191257584e+21,31344897628.386482,,1.1837811191571032e+21
285,,1.1297497312547135e+21,31344897628.386482,,1.1297497312860584e+21
286,,1.0785416552788436e+21,31344897628.386482,,1.0785416553101885e+21
287,,1.0299921479485437e+21,31344897628.386482,,1.0299921479798886e+21
288,,9.83947024856985e+20,31344897628.386482,,9.839470248883299e+20
289,,9.402619259393498e+20,31344897628.386482,,9.402619259706948e+20
290,,8.98801635922663e+20,31344897628.386482,,8.98801635954008e+20
291,,8.59439455336762e+20,31344897628.386482,,8.59439455368107e+20
292,,8.220566180689902e+20,31344897628.386482,,8.220566181003352e+20
293,,7.86541751784193e+20,31344897628.386482,,7.86541751815538e+20
294,,7.527903778401577e+20,31344897628.386482,,7.527903778715026e+20
295,,7.207044476100156e+20,31344897628.386482,,7.207044476413605e+20
296,,6.901919123795788e+20,31344897628.386482,,6.901919124109238e+20
297,,6.611663242215904e+20,31344897628.386482,,6.611663242529353e+20
298,,6.335464654623782e+20,31344897628.386482,,6.335464654937231e+20
299,,6.072560045514553e+20,31344897628.386482,,6.072560045828002e+20
300,,5.8222317632268285e+20,31344897628.386482,,5.8222317635402773e+20
301,,5.5838048479852777e+20,31344897628.386482,,5.5838048482987265e+20
302,,5.35664426837693e+20,31344897628.386482,,5.3566442686903786e+20
303,,5.1401523506274874e+20,31344897628.386482,,5.140152350940936e+20
304,,4.9337663862893006e+20,31344897628.386482,,4.9337663866027495e+20
305,,4.7369564050950187e+20,31344897628.386482,,4.7369564054084675e+20
306,,4.549223100776119e+20,31344897628.386482,,4.549223101089568e+20
307,,4.370095898603968e+20,31344897628.386482,,4.370095898917417e+20
308,,4.199131154290055e+20,31344897628.386482,,4.199131154603504e+20
309,,4.0359104746877e+20,31344897628.386482,,4.035910475001149e+20
310,,3.880039151477511e+20,31344897628.386482,,3.88003915179096e+20
311,,3.731144699697952e+20,31344897628.386482,,3.731144700011401e+20
312,,3.588875493606138e+20,31344897628.386482,,3.588875493919587e+20
313,,3.4528994929269755e+20,31344897628.386482,,3.4528994932404244e+20
314,,3.322903053076025e+20,31344897628.386482,,3.322903053389474e+20
315,,3.198589813425629e+20,31344897628.386482,,3.1985898137390776e+20
316,,3.079679658129863e+20,31344897628.386482,,3.079679658443312e+20
317,,2.965907744434101e+20,31344897628.386482,,2.96590774474755e+20
318,,2.85702359377287e+20,31344897628.386482,,2.8570235940863187e+20
319,,2.752790241307532e+20,31344897628.386482,,2.752790241620981e+20
320,,2.6529834398762166e+20,31344897628.386482,,2.6529834401896654e+20
321,,2.5573909146238986e+20,31344897628.386482,,2.5573909149373474e+20
322,,2.4658116648532505e+20,31344897628.386482,,2.4658116651666994e+20
323,,2.3780553098884825e+20,31344897628.386482,,2.3780553102019314e+20
324,,2.293941475976455e+20,31344897628.386482,,2.293941476289904e+20
325,,2.2132992214637602e+20,31344897628.386482,,2.213299221777209e+20
326,,2.13596649768648e+20,31344897628.386482,,2.135966497999929e+20
327,,2.061789643192242e+20,31344897628.386482,,2.061789643505691e+20
328,,1.990622909083325e+20,31344897628.386482,,1.9906229093967738e+20
329,,1.9223280134258845e+20,31344897628.386482,,1.9223280137393334e+20
330,,1.8567737228150902e+20,31344897628.386482,,1.856773723128539e+20
331,,1.7938354593197933e+20,31344897628.386482,,1.793835459633242e+20
332,,1.7333949311541874e+20,31344897628.386482,,1.7333949314676362e+20
333,,1.6753397855387664e+20,31344897628.386482,,1.6753397858522153e+20
334,,1.619563282319104e+20,31344897628.386482,,1.619563282632553e+20
335,,1.565963987009468e+20,31344897628.386482,,1.5659639873229167e+20
336,,1.5144454820196683e+20,31344897628.386482,,1.514445482333117e+20
337,,1.464916094908129e+20,31344897628.386482,,1.464916095221578e+20
338,,1.417288642582753e+20,31344897628.386482,,1.417288642896202e+20
339,,1.3714801904440502e+20,31344897628.386482,,1.3714801907574992e+20
340,,1.3274118255326342e+20,31344897628.386482,,1.3274118258460833e+20
341,,1.2850084428060395e+20,31344897628.386482,,1.2850084431194885e+20
342,,1.2441985437281482e+20,31344897628.386482,,1.2441985440415972e+20
343,,1.2049140464088207e+20,31344897628.386482,,1.2049140467222697e+20
344,,1.1670901065815808e+20,31344897628.386482,,1.1670901068950299e+20
345,,1.130664948754288e+20,31344897628.386482,,1.130664949067737e+20
346,,1.0955797069110847e+20,31344897628.386482,,1.0955797072245337e+20
347,,1.0617782741846891e+20,31344897628.386482,,1.0617782744981381e+20
348,,1.0292071609556943e+20,31344897628.386482,,1.0292071612691433e+20
349,,9.978153608707613e+19,31344897628.386482,,9.978153611842103e+19
350,,9.675542243042945e+19,31344897628.386482,,9.675542246177435e+19
351,,9.383773388186935e+19,31344897628.386482,,9.383773391321426e+19
352,,9.102404162066656e+19,31344897628.386482,,9.102404165201147e+19
353,,8.831011857256042e+19,31344897628.386482,,8.831011860390532e+19
354,,8.569192931587092e+19,31344897628.386482,,8.569192934721582e+19
355,,8.3165620536056e+19,31344897628.386482,,8.31656205674009e+19
356,,8.072751199663468e+19,31344897628.386482,,8.072751202797958e+19
357,,7.837408799640642e+19,31344897628.386482,,7.837408802775132e+19
358,,7.610198928475836e+19,31344897628.386482,,7.610198931610326e+19
359,,7.390800540861682e+19,31344897628.386482,,7.390800543996173e+19
360,,7.178906746621658e+19,31344897628.386482,,7.178906749756147e+19
361,,6.974224124439912e+19,31344897628.386482,,6.974224127574401e+19
362,,6.776472071757248e+19,31344897628.386482,,6.7764720748917375e+19
363,,6.585382188779764e+19,31344897628.386482,,6.5853821919142535e+19
364,,6.4006976946717745e+19,31344897628.386482,,6.400697697806264e+19
365,,6.222172874120742e+19,31344897628.386482,,6.222172877255231e+19
366,,6.0495725525717926e+19,31344897628.386482,,6.049572555706282e+19
367,,5.88267159853058e+19,31344897628.386482,,5.882671601665069e+19
368,,5.721254451430056e+19,31344897628.386482,,5.721254454564545e+19
369,,5.565114673645044e+19,31344897628.386482,,5.565114676779533e+19
370,,5.41405452532353e+19,31344897628.386482,,5.41405452845802e+19
371,,5.267884560781235e+19,31344897628.386482,,5.267884563915724e+19
372,,5.126423245280416e+19,31344897628.386482,,5.126423248414905e+19
373,,4.9894965910824305e+19,31344897628.386482,,4.98949659421692e+19
374,,4.8569378117284495e+19,31344897628.386482,,4.856937814862939e+19
375,,4.728586993563783e+19,31344897628.386482,,4.7285869966982726e+19
376,,4.604290783577598e+19,31344897628.386482,,4.604290786712088e+19
377,,4.4839020926839366e+19,31344897628.386482,,4.483902095818426e+19
378,,4.367279813619698e+19,31344897628.386482,,4.3672798167541875e+19
379,,4.254288552682536e+19,31344897628.386482,,4.2542885558170255e+19
380,,4.144798374575936e+19,31344897628.386482,,4.144798377710426e+19
381,,4.0386845596701065e+19,31344897628.386482,,4.038684562804596e+19
382,,3.935827373026601e+19,31344897628.386482,,3.935827376161091e+19
383,,3.8361118445710156e+19,31344897628.386482,,3.836111847705505e+19
384,,3.739427559833142e+19,31344897628.386482,,3.7394275629676315e+19
385,,3.645668460705567e+19,31344897628.386482,,3.645668463840057e+19
386,,3.554732655703149e+19,31344897628.386482,,3.5547326588376388e+19
387,,3.466522239233821e+19,31344897628.386482,,3.466522242368311e+19
388,,3.3809431194184745e+19,31344897628.386482,,3.3809431225529643e+19
389,,3.297904854023125e+19,31344897628.386482,,3.297904857157615e+19
390,,3.217320494090367e+19,31344897628.386482,,3.2173204972248568e+19
391,,3.139106434879807e+19,31344897628.386482,,3.139106438014297e+19
392,,3.0631822737481613e+19,31344897628.386482,,3.063182276882651e+19
393,,2.989470674620024e+19,31344897628.386482,,2.989470677754514e+19
394,,2.9178972387188765e+19,31344897628.386482,,2.9178972418533663e+19
395,,2.8483903812458127e+19,31344897628.386482,,2.8483903843803025e+19
396,,2.780881213710042e+19,31344897628.386482,,2.7808812168445317e+19
397,,2.715303431631409e+19,31344897628.386482,,2.715303434765899e+19
398,,2.6515932073493877e+19,31344897628.386482,,2.6515932104838775e+19
399,,2.58968908768777e+19,31344897628.386482,,2.58968909082226e+19
400,,2.5295318962369868e+19,31344897628.386482,,2.5295318993714766e+19
401,,2.4710646400288375e+19,31344897628.386482,,2.4710646431633273e+19
402,,2.4142324203899277e+19,31344897628.386482,,2.4142324235244175e+19
403,,2.3589823477715345e+19,31344897628.386482,,2.3589823509060243e+19
404,,2.3052634603639914e+19,31344897628.386482,,2.3052634634984813e+19
405,,2.2530266463135625e+19,31344897628.386482,,2.2530266494480523e+19
406,,2.2022245693693374e+19,31344897628.386482,,2.2022245725038273e+19
407,,2.152811597796445e+19,31344897628.386482,,2.1528116009309348e+19
408,,2.104743736400314e+19,31344897628.386482,,2.1047437395348038e+19
409,,2.0579785615144927e+19,31344897628.386482,,2.0579785646489825e+19
410,,2.012475158812374e+19,31344897628.386482,,2.0124751619468636e+19
411,,1.9681940638098547e+19,31344897628.386482,,1.9681940669443445e+19
412,,1.9250972049329447e+19,31344897628.386482,,1.9250972080674345e+19
413,,1.8831478490305757e+19,31344897628.386482,,1.8831478521650655e+19
414,,1.8423105492189194e+19,31344897628.386482,,1.8423105523534092e+19
415,,1.8025510949491118e+19,31344897628.386482,,1.8025510980836016e+19
416,,1.7638364641957724e+19,31344897628.386482,,1.7638364673302622e+19
417,,1.7261347776687344e+19,31344897628.386482,,1.7261347808032242e+19
418,,1.6894152549552253e+19,31344897628.386482,,1.689415258089715e+19
419,,1.6536481725043431e+19,31344897628.386482,,1.653648175638833e+19
420,,1.618804823369979e+19,31344897628.386482,,1.6188048265044689e+19
421,,1.5848574786324187e+19,31344897628.386482,,1.5848574817669085e+19
422,,1.551779350422782e+19,31344897628.386482,,1.5517793535572718e+19
423,,1.5195445564781283e+19,31344897628.386482,,1.5195445596126181e+19
424,,1.4881280861585715e+19,31344897628.386482,,1.4881280892930613e+19
425,,1.4575057678609551e+19,31344897628.386482,,1.457505770995445e+19
426,,1.42765423776698e+19,31344897628.386482,,1.4276542409014698e+19
427,,1.3985509098664327e+19,31344897628.386482,,1.3985509130009225e+19
428,,1.3701739471992152e+19,31344897628.386482,,1.370173950333705e+19
429,,1.342502234262311e+19,31344897628.386482,,1.3425022373968007e+19
430,,1.3155153505306284e+19,31344897628.386482,,1.3155153536651182e+19
431,,1.2891935450429168e+19,31344897628.386482,,1.2891935481774066e+19
432,,1.2635177120062155e+19,31344897628.386482,,1.2635177151407053e+19
433,,1.2384693673747038e+19,31344897628.386482,,1.2384693705091936e+19
434,,1.2140306263605752e+19,31344897628.386482,,1.214030629495065e+19
435,,1.1901841818368084e+19,31344897628.386482,,1.1901841849712982e+19
436,,1.166913283593405e+19,31344897628.386482,,1.1669132867278948e+19
437,,1.1442017184104987e+19,31344897628.386482,,1.1442017215449885e+19
438,,1.1220337909134381e+19,31344897628.386482,,1.122033794047928e+19
439,,1.1003943051765385e+19,31344897628.386482,,1.1003943083110283e+19
440,,1.079268547043716e+19,31344897628.386482,,1.079268550178206e+19
441,,1.0586422671356885e+19,31344897628.386482,,1.0586422702701783e+19
442,,1.0385016645147795e+19,31344897628.386482,,1.0385016676492694e+19
443,,1.018833370979741e+19,31344897628.386482,,1.0188333741142309e+19
444,,9.996244359641485e+18,31344897628.386482,,9.996244390986383e+18
445,,9.808623120132338e+18,31344897628.386482,,9.808623151477236e+18
446,,9.625348408150727e+18,31344897628.386482,,9.625348439495625e+18
447,,9.446302397631371e+18,31344897628.386482,,9.44630242897627e+18
448,,9.271370890282815e+18,31344897628.386482,,9.271370921627714e+18
449,,9.100443191191644e+18,31344897628.386482,,9.100443222536542e+18
450,,8.933411989110632e+18,31344897628.386482,,8.93341202045553e+18
451,,8.770173241239355e+18,31344897628.386482,,8.770173272584253e+18
452,,8.610626062313829e+18,31344897628.386482,,8.610626093658727e+18
453,,8.454672617830314e+18,31344897628.386482,,8.454672649175212e+18
454,,8.302218021235644e+18,31344897628.386482,,8.302218052580542e+18
455,,8.153170234924097e+18,31344897628.386482,,8.153170266268995e+18
456,,8.007439974887455e+18,31344897628.386482,,8.007440006232353e+18
457,,7.864940618871927e+18,31344897628.386482,,7.864940650216825e+18
458,,7.725588117901486e+18,31344897628.386482,,7.725588149246384e+18
459,,7.589300911033776e+18,31344897628.386482,,7.589300942378674e+18
460,,7.455999843219865e+18,31344897628.386482,,7.455999874564763e+18
461,,7.32560808614515e+18,31344897628.386482,,7.325608117490048e+18
462,,7.198051061933824e+18,31344897628.386482,,7.198051093278722e+18
463,,7.073256369603979e+18,31344897628.386482,,7.073256400948877e+18
464,,6.951153714165752e+18,31344897628.386482,,6.95115374551065e+18
465,,6.831674838259143e+18,31344897628.386482,,6.831674869604041e+18
466,,6.714753456232414e+18,31344897628.386482,,6.714753487577312e+18
467,,6.600325190566479e+18,31344897628.386482,,6.600325221911377e+18
468,,6.488327510554307e+18,31344897628.386482,,6.488327541899205e+18
469,,6.378699673148393e+18,31344897628.386482,,6.378699704493292e+18
470,,6.271382665892894e+18,31344897628.386482,,6.271382697237792e+18
471,,6.166319151860275e+18,31344897628.386482,,6.166319183205173e+18
472,,6.063453416516368e+18,31344897628.386482,,6.063453447861266e+18
473,,5.962731316439564e+18,31344897628.386482,,5.962731347784462e+18
474,,5.864100229824477e+18,31344897628.386482,,5.864100261169375e+18
475,,5.767509008701914e+18,31344897628.386482,,5.767509040046812e+18
476,,5.672907932810821e+18,31344897628.386482,,5.672907964155719e+18
477,,5.580248665059542e+18,31344897628.386482,,5.58024869640444e+18
478,,5.489484208517219e+18,31344897628.386482,,5.489484239862117e+18
479,,5.400568864877816e+18,31344897628.386482,,5.400568896222714e+18
480,,5.313458194341962e+18,31344897628.386482,,5.31345822568686e+18
481,,5.228108976863845e+18,31344897628.386482,,5.228109008208743e+18
482,,5.144479174712651e+18,31344897628.386482,,5.144479206057549e+18
483,,5.062527896299909e+18,31344897628.386482,,5.062527927644807e+18
484,,4.982215361226159e+18,31344897628.386482,,4.982215392571057e+18
485,,4.903502866502162e+18,31344897628.386482,,4.90350289784706e+18
486,,4.82635275390158e+18,31344897628.386482,,4.826352785246478e+18
487,,4.750728378403958e+18,31344897628.386482,,4.750728409748856e+18
488,,4.676594077688263e+18,31344897628.386482,,4.676594109033161e+18
489,,4.603915142638785e+18,31344897628.386482,,4.6039151739836826e+18
490,,4.532657788827042e+18,31344897628.386482,,4.5326578201719393e+18
491,,4.4627891289341184e+18,31344897628.386482,,4.462789160279016e+18
492,,4.394277146080004e+18,31344897628.386482,,4.3942771774249016e+18
493,,4.3270906680271693e+18,31344897628.386482,,4.327090699372067e+18
494,,4.261199342227221e+18,31344897628.386482,,4.2611993735721185e+18
495,,4.19657361168063e+18,31344897628.386482,,4.1965736430255273e+18
496,,4.1331846915805793e+18,31344897628.386482,,4.133184722925477e+18
497,,4.071004546713189e+18,31344897628.386482,,4.0710045780580864e+18
498,,4.0100058695874847e+18,31344897628.386482,,4.010005900932382e+18
499,,3.95016205926921e+18,31344897628.386482,,3.9501620906141076e+18
500,,3.891447200894069e+18,31344897628.386482,,3.891447232238967e+18
501,,3.833836045836311e+18,31344897628.386482,,3.8338360771812086e+18
502,,3.7773039925099945e+18,31344897628.386482,,3.777304023854892e+18
503,,3.721827067780884e+18,31344897628.386482,,3.7218270991257815e+18
504,,3.667381908967668e+18,31344897628.386482,,3.667381940312566e+18
505,,3.613945746412297e+18,31344897628.386482,,3.613945777757195e+18
506,,3.5614963865996206e+18,31344897628.386482,,3.561496417944518e+18
507,,3.510012195807637e+18,31344897628.386482,,3.5100122271525345e+18
508,,3.459472084269919e+18,31344897628.386482,,3.459472115614817e+18
509,,3.409855490832944e+18,31344897628.386482,,3.4098555221778417e+18
510,,3.3611423680912384e+18,31344897628.386482,,3.361142399436136e+18
511,,3.313313167984285e+18,31344897628.386482,,3.3133131993291827e+18
512,,3.2663488278393503e+18,31344897628.386482,,3.266348859184248e+18
513,,3.2202307568453284e+18,31344897628.386482,,3.220230788190226e+18
514,,3.174940822942971e+18,31344897628.386482,,3.1749408542878684e+18
515,,3.1304613401174994e+18,31344897628.386482,,3.130461371462397e+18
516,,3.086775056080202e+18,31344897628.386482,,3.0867750874251e+18
517,,3.043865140325932e+18,31344897628.386482,,3.0438651716708296e+18
518,,3.001715172553989e+18,31344897628.386482,,3.0017152038988867e+18
519,,2.96030913144038e+18,31344897628.386482,,2.9603091627852774e+18
520,,2.919631383749708e+18,31344897628.386482,,2.9196314150946053e+18
521,,2.8796666737755336e+18,31344897628.386482,,2.879666705120431e+18
522,,2.840400113098409e+18,31344897628.386482,,2.8404001444433065e+18
523,,2.801817170651067e+18,31344897628.386482,,2.8018172019959644e+18
524,,2.763903663080739e+18,31344897628.386482,,2.7639036944256364e+18
525,,2.7266457453989386e+18,31344897628.386482,,2.726645776743836e+18
526,,2.6900299019092444e+18,31344897628.386482,,2.690029933254142e+18
527,,2.654042937404156e+18,31344897628.386482,,2.6540429687490534e+18
528,,2.6186719686222106e+18,31344897628.386482,,2.618671999967108e+18
529,,2.5839044159570324e+18,31344897628.386482,,2.58390444730193e+18
530,,2.549727995410099e+18,31344897628.386482,,2.5497280267549967e+18
531,,2.516130710779541e+18,31344897628.386482,,2.5161307421244385e+18
532,,2.48310084607718e+18,31344897628.386482,,2.4831008774220774e+18
533,,2.450626958166807e+18,31344897628.386482,,2.4506269895117046e+18
534,,2.4186978696163625e+18,31344897628.386482,,2.41869790096126e+18
535,,2.3873026617574134e+18,31344897628.386482,,2.387302693102311e+18
536,,2.3564306679452774e+18,31344897628.386482,,2.356430699290175e+18
537,,2.326071467013456e+18,31344897628.386482,,2.3260714983583534e+18
538,,2.2962148769162537e+18,31344897628.386482,,2.2962149082611512e+18
539,,2.2668509485537065e+18,31344897628.386482,,2.266850979898604e+18
540,,2.2379699597729966e+18,31344897628.386482,,2.2379699911178941e+18
541,,2.2095624095409948e+18,31344897628.386482,,2.2095624408858924e+18
542,,2.181619012282428e+18,31344897628.386482,,2.1816190436273254e+18
543,,2.1541306923786301e+18,31344897628.386482,,2.1541307237235277e+18
544,,2.1270885788218606e+18,31344897628.386482,,2.1270886101667581e+18
545,,2.1004840000203753e+18,31344897628.386482,,2.1004840313652728e+18
546,,2.07430847874959e+18,31344897628.386482,,2.0743085100944876e+18
547,,2.0485537272448525e+18,31344897628.386482,,2.04855375858975e+18
548,,2.023211642431504e+18,31344897628.386482,,2.0232116737764014e+18
549,,1.9982743012879557e+18,31344897628.386482,,1.9982743326328532e+18
550,,1.9737339563377958e+18,31344897628.386482,,1.9737339876826934e+18
551,,1.9495830312669542e+18,31344897628.386482,,1.9495830626118518e+18
552,,1.9258141166621402e+18,31344897628.386482,,1.9258141480070377e+18
553,,1.9024199658668818e+18,31344897628.386482,,1.9024199972117793e+18
554,,1.8793934909516037e+18,31344897628.386482,,1.8793935222965012e+18
555,,1.856727758794315e+18,31344897628.386482,,1.8567277901392125e+18
556,,1.8344159872686124e+18,31344897628.386482,,1.83441601861351e+18
557,,1.812451541535699e+18,31344897628.386482,,1.8124515728805965e+18
558,,1.7908279304374144e+18,31344897628.386482,,1.790827961782312e+18
559,5160248069913996.0,1.7695388029871864e+18,31344897628.386482,5160279414811624.0,1.769538834332084e+18
560,5128863704711883.0,1.7485779449560348e+18,31344897628.386482,5128895049609511.0,1.7485779763009324e+18
561,5097774002636459.0,1.7279392755507717e+18,31344897628.386482,5097805347534087.0,1.7279393068956692e+18
562,5066975358033278.0,1.707616844181732e+18,31344897628.386482,5067006702930906.0,1.7076168755266296e+18
563,5036464218878236.0,1.68760482731729e+18,31344897628.386482,5036495563775864.0,1.6876048586621875e+18
564,5006237085845347.0,1.6678975254227348e+18,31344897628.386482,5006268430742975.0,1.6678975567676324e+18
565,4976290511392983.0,1.648489359980925e+18,31344897628.386482,4976321856290611.0,1.6484893913258225e+18
566,4946621098868162.0,1.6293748705923722e+18,31344897628.386482,4946652443765790.0,1.6293749019372698e+18
567,4917225501628482.0,1.6105487121524365e+18,31344897628.386482,4917256846526110.0,1.610548743497334e+18
568,4888100422181310.0,1.5920056521033764e+18,31344897628.386482,4888131767078938.0,1.592005683448274e+18
569,4859242611339879.0,1.5737405677590676e+18,31344897628.386482,4859273956237507.0,1.5737405991039652e+18
570,4830648867395861.0,1.5557484437003092e+18,31344897628.386482,4830680212293489.0,1.5557484750452068e+18
571,4802316035308116.0,1.538024369238683e+18,31344897628.386482,4802347380205744.0,1.5380244005835804e+18
572,4774241005907225.0,1.5205635359469176e+18,31344897628.386482,4774272350804853.0,1.5205635672918152e+18
573,4746420715115474.0,1.503361235253953e+18,31344897628.386482,4746452060013102.0,1.5033612665988506e+18
